Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeCount,EmployeeNumber,Gender,HourlyRate,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionFlag,AgeGroup,TenureGroup,DistanceGroup,CareerStage,RoleStabilityGroup,PromotionDelayGroup,IncomeGroup,EducationLevel,StockOption,JobLevelGroup,SatisfactionLevel,PerformanceRatingLevel,EnvironmentSatisfactionLevel,JobInvolvementLevel,RelationshipSatisfactionLevel,WorkLifeBalanceLevel
39,No,Travel_Rarely,1462,Sales,6,Medical,1,1588,Male,38,Sales Executive,Married,8237,4658,2,Y,No,11,80,11,3,7,6,7,6,0,36-45,6-10,6-10,Experienced,4-7,5+ years,High,Medium,Low,Mid Level,Medium-High,Medium-High,High,High,Low,Medium-High
29,No,Travel_Frequently,995,Research & Development,2,Life Sciences,1,1590,Male,87,Healthcare Representative,Divorced,8853,24483,1,Y,No,19,80,6,0,6,4,1,3,0,26-35,6-10,0-5,Mid career,4-7,1-2 years,High,Very Low,Low,Junior Level,High,Medium-High,Low,Medium-High,High,High
50,No,Travel_Rarely,264,Sales,9,Marketing,1,1591,Male,59,Manager,Married,19331,19519,4,Y,Yes,16,80,27,2,1,0,0,0,0,46-55,0-1,6-10,Late career,0-1,Promoted this year,VeryHigh,Medium,Low,Executive Level,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High
23,No,Travel_Rarely,977,Research & Development,10,Technical Degree,1,1592,Male,45,Research Scientist,Married,2073,12826,2,Y,No,16,80,4,2,2,2,2,2,0,18-25,2-3,6-10,Early career,2-3,1-2 years,Low,Medium,Low,Entry Level,Medium-High,Medium-High,High,High,High,Medium-High
36,No,Travel_Frequently,1302,Research & Development,6,Life Sciences,1,1594,Male,80,Laboratory Technician,Married,5562,19711,3,Y,Yes,13,80,9,3,3,2,0,2,0,36-45,2-3,6-10,Mid career,2-3,Promoted this year,Medium,High,Low,Junior Level,Low,Medium-High,Low,High,High,Medium-High
42,No,Travel_Rarely,1059,Research & Development,9,Other,1,1595,Male,93,Manager,Single,19613,26362,8,Y,No,22,80,24,2,1,0,0,1,0,36-45,0-1,6-10,Late career,0-1,Promoted this year,VeryHigh,Low,No Options,Executive Level,High,High,High,Medium-Low,High,Medium-High
35,No,Travel_Rarely,750,Research & Development,28,Life Sciences,1,1596,Male,46,Laboratory Technician,Married,3407,25348,1,Y,No,17,80,10,3,10,9,6,8,0,26-35,6-10,21-30,Mid career,8+,5+ years,Medium,Medium,Medium,Junior Level,Medium-High,Medium-High,Medium-Low,High,High,Medium-Low
34,No,Travel_Frequently,653,Research & Development,10,Technical Degree,1,1597,Male,92,Healthcare Representative,Married,5063,15332,1,Y,No,14,80,8,3,8,2,7,7,0,26-35,6-10,6-10,Mid career,2-3,5+ years,Medium,High,Low,Junior Level,Medium-High,Medium-High,High,Medium-Low,Medium-Low,Medium-Low
40,No,Travel_Rarely,118,Sales,14,Life Sciences,1,1598,Female,84,Sales Executive,Married,4639,11262,1,Y,No,15,80,5,2,5,4,1,2,0,36-45,4-5,11-20,Early career,4-7,1-2 years,Medium,Low,Low,Junior Level,Low,Medium-High,High,Medium-High,Medium-High,Medium-High
43,No,Travel_Rarely,990,Research & Development,27,Technical Degree,1,1599,Male,87,Laboratory Technician,Divorced,4876,5855,5,Y,No,12,80,8,0,6,4,0,2,0,36-45,6-10,21-30,Mid career,4-7,Promoted this year,Medium,Medium,Low,Entry Level,Medium-Low,Medium-High,High,High,Medium-High,Medium-High
35,No,Travel_Rarely,1349,Research & Development,7,Life Sciences,1,1601,Male,63,Laboratory Technician,Married,2690,7713,1,Y,No,18,80,1,5,1,0,0,1,0,26-35,0-1,6-10,Entry-level,0-1,Promoted this year,Low,Low,Low,Entry Level,High,Medium-High,Medium-High,Medium-Low,High,Medium-Low
46,No,Travel_Rarely,563,Sales,1,Life Sciences,1,1602,Male,56,Manager,Single,17567,3156,1,Y,No,15,80,27,5,26,0,0,12,0,46-55,10+,0-5,Late career,0-1,Promoted this year,VeryHigh,High,No Options,Senior Level,Low,Medium-High,High,High,Medium-Low,Low
28,Yes,Travel_Rarely,329,Research & Development,24,Medical,1,1604,Male,51,Laboratory Technician,Married,2408,7324,1,Y,Yes,17,80,1,3,1,1,0,0,1,26-35,0-1,21-30,Entry-level,0-1,Promoted this year,Low,Medium,High,Entry Level,Medium-Low,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High
22,No,Non-Travel,457,Research & Development,26,Other,1,1605,Female,85,Research Scientist,Married,2814,10293,1,Y,Yes,14,80,4,2,4,2,1,3,0,18-25,4-5,21-30,Early career,2-3,1-2 years,Low,Low,No Options,Entry Level,Medium-High,Medium-High,Medium-Low,Medium-Low,Medium-Low,Medium-Low
50,No,Travel_Frequently,1234,Research & Development,20,Medical,1,1606,Male,41,Healthcare Representative,Married,11245,20689,2,Y,Yes,15,80,32,3,30,8,12,13,0,46-55,10+,11-20,Late career,8+,5+ years,VeryHigh,Very High,Low,Senior Level,Medium-High,Medium-High,Medium-Low,Medium-High,Medium-High,Medium-High
32,No,Travel_Rarely,634,Research & Development,5,Other,1,1607,Female,35,Research Scientist,Married,3312,18783,3,Y,No,17,80,6,3,3,2,0,2,0,26-35,2-3,0-5,Mid career,2-3,Promoted this year,Medium,High,Medium,Entry Level,High,Medium-High,Medium-Low,High,High,Medium-High
44,No,Travel_Rarely,1313,Research & Development,7,Medical,1,1608,Female,31,Research Director,Divorced,19049,3549,0,Y,Yes,14,80,23,4,22,7,1,10,0,36-45,10+,6-10,Late career,4-7,1-2 years,VeryHigh,Medium,Low,Executive Level,High,Medium-High,Medium-Low,Medium-High,High,Medium-Low
30,No,Travel_Rarely,241,Research & Development,7,Medical,1,1609,Male,48,Research Scientist,Married,2141,5348,1,Y,No,12,80,6,3,6,4,1,1,0,26-35,6-10,6-10,Mid career,4-7,1-2 years,Low,Medium,Low,Entry Level,Medium-Low,Medium-High,Medium-Low,Medium-Low,Medium-Low,Medium-Low
45,No,Travel_Rarely,1015,Research & Development,5,Medical,1,1611,Female,50,Laboratory Technician,Single,5769,23447,1,Y,Yes,14,80,10,3,10,7,1,4,0,36-45,6-10,0-5,Mid career,4-7,1-2 years,Medium,Very High,No Options,Junior Level,Low,Medium-High,Medium-High,Low,Low,Medium-High
45,No,Non-Travel,336,Sales,26,Marketing,1,1612,Male,52,Sales Executive,Married,4385,24162,1,Y,No,15,80,10,2,10,7,4,5,0,36-45,6-10,21-30,Mid career,4-7,3-5 years,Medium,Medium,Low,Junior Level,Low,Medium-High,Low,Medium-Low,Low,Medium-High
31,No,Travel_Frequently,715,Sales,2,Other,1,1613,Male,54,Sales Executive,Single,5332,21602,7,Y,No,13,80,10,3,5,2,0,3,0,26-35,4-5,0-5,Mid career,2-3,Promoted this year,Medium,High,No Options,Junior Level,Low,Medium-High,High,Medium-High,High,Medium-High
36,No,Travel_Rarely,559,Research & Development,12,Life Sciences,1,1614,Female,76,Manufacturing Director,Married,4663,12421,9,Y,Yes,12,80,7,2,3,2,1,1,0,36-45,2-3,11-20,Mid career,2-3,1-2 years,Medium,High,Medium,Junior Level,Medium-High,Medium-High,Medium-High,Medium-High,Medium-Low,Medium-High
34,No,Travel_Frequently,426,Research & Development,10,Life Sciences,1,1615,Male,42,Manufacturing Director,Divorced,4724,17000,1,Y,No,13,80,9,3,9,7,7,2,0,26-35,6-10,6-10,Mid career,4-7,5+ years,Medium,High,Low,Junior Level,High,Medium-High,Medium-High,High,Low,Medium-High
49,No,Travel_Rarely,722,Research & Development,25,Life Sciences,1,1617,Female,84,Laboratory Technician,Married,3211,22102,1,Y,No,14,80,10,3,9,6,1,4,0,46-55,6-10,21-30,Mid career,4-7,1-2 years,Medium,High,Low,Entry Level,Low,Medium-High,Medium-High,Medium-High,High,Medium-Low
39,No,Travel_Rarely,1387,Research & Development,10,Medical,1,1618,Male,76,Manufacturing Director,Married,5377,3835,2,Y,No,13,80,10,3,7,7,7,7,0,36-45,6-10,6-10,Mid career,4-7,5+ years,Medium,Very High,High,Junior Level,Low,Medium-High,Medium-Low,Medium-High,High,Medium-High
27,No,Travel_Rarely,1302,Research & Development,19,Other,1,1619,Male,67,Laboratory Technician,Divorced,4066,16290,1,Y,No,11,80,7,3,7,7,0,7,0,26-35,6-10,11-20,Mid career,4-7,Promoted this year,Medium,Medium,Medium,Entry Level,Low,Medium-High,High,Medium-Low,Low,Medium-High
35,No,Travel_Rarely,819,Research & Development,18,Life Sciences,1,1621,Male,48,Research Scientist,Married,5208,26312,1,Y,No,11,80,16,2,16,15,1,10,0,26-35,10+,11-20,Experienced,8+,1-2 years,Medium,Very High,No Options,Junior Level,Low,Medium-High,Medium-Low,High,High,Medium-High
28,No,Travel_Rarely,580,Research & Development,27,Medical,1,1622,Female,39,Manufacturing Director,Divorced,4877,20460,0,Y,No,21,80,6,5,5,3,0,0,0,26-35,4-5,21-30,Mid career,2-3,Promoted this year,Medium,Medium,Low,Junior Level,Low,High,Medium-Low,Low,Medium-Low,Medium-Low
21,No,Travel_Rarely,546,Research & Development,5,Medical,1,1623,Male,97,Research Scientist,Single,3117,26009,1,Y,No,18,80,3,2,2,2,2,2,0,18-25,2-3,0-5,Early career,2-3,1-2 years,Medium,Very Low,No Options,Entry Level,High,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High
18,Yes,Travel_Frequently,544,Sales,3,Medical,1,1624,Female,70,Sales Representative,Single,1569,18420,1,Y,Yes,12,80,0,2,0,0,0,0,1,18-25,0-1,0-5,Entry-level,0-1,Promoted this year,Low,Low,No Options,Entry Level,High,Medium-High,Medium-Low,Medium-High,Medium-High,High
47,No,Travel_Rarely,1176,Human Resources,26,Life Sciences,1,1625,Female,98,Manager,Married,19658,5220,3,Y,No,11,80,27,2,5,2,1,0,0,46-55,4-5,21-30,Late career,2-3,1-2 years,VeryHigh,High,Low,Executive Level,Medium-High,Medium-High,High,Medium-High,Medium-High,Medium-High
39,No,Travel_Rarely,170,Research & Development,3,Medical,1,1627,Male,76,Laboratory Technician,Divorced,3069,10302,0,Y,No,15,80,11,3,10,8,0,7,0,36-45,6-10,0-5,Experienced,8+,Promoted this year,Medium,Low,Low,Junior Level,Medium-High,Medium-High,Medium-High,Medium-Low,High,Medium-High
40,No,Travel_Rarely,884,Research & Development,15,Life Sciences,1,1628,Female,80,Manufacturing Director,Married,10435,25800,1,Y,No,13,80,18,2,18,15,14,12,0,36-45,10+,11-20,Experienced,8+,5+ years,VeryHigh,Medium,Medium,Mid Level,Medium-High,Medium-High,Low,Medium-Low,High,Medium-High
35,No,Non-Travel,208,Research & Development,8,Life Sciences,1,1630,Female,52,Healthcare Representative,Married,4148,12250,1,Y,No,12,80,15,5,14,11,2,9,0,26-35,10+,6-10,Experienced,8+,1-2 years,Medium,High,Low,Junior Level,Medium-High,Medium-High,Medium-High,Medium-High,High,Medium-High
37,No,Travel_Rarely,671,Research & Development,19,Life Sciences,1,1631,Male,85,Manufacturing Director,Married,5768,26493,3,Y,No,17,80,9,2,4,3,0,2,0,36-45,4-5,11-20,Mid career,2-3,Promoted this year,Medium,Medium,High,Junior Level,Medium-High,Medium-High,Medium-High,Medium-High,Low,Medium-Low
39,No,Travel_Frequently,711,Research & Development,4,Medical,1,1633,Female,81,Manufacturing Director,Single,5042,3140,0,Y,No,13,80,10,2,9,2,3,8,0,36-45,6-10,0-5,Mid career,2-3,3-5 years,Medium,Medium,No Options,Junior Level,Medium-High,Medium-High,Low,Medium-High,High,Low
45,No,Travel_Rarely,1329,Research & Development,2,Other,1,1635,Female,59,Manufacturing Director,Divorced,5770,5388,1,Y,No,19,80,10,3,10,7,3,9,0,36-45,6-10,0-5,Mid career,4-7,3-5 years,Medium,Low,Medium,Junior Level,High,Medium-High,High,Medium-Low,Low,Medium-High
38,No,Travel_Rarely,397,Research & Development,2,Medical,1,1638,Female,54,Manufacturing Director,Married,7756,14199,3,Y,Yes,19,80,10,6,5,4,0,2,0,36-45,4-5,0-5,Mid career,4-7,Promoted this year,High,Low,Low,Mid Level,Medium-High,Medium-High,High,Medium-Low,High,High
35,Yes,Travel_Rarely,737,Sales,10,Medical,1,1639,Male,55,Sales Executive,Married,10306,21530,9,Y,No,17,80,15,3,13,12,6,0,1,26-35,10+,6-10,Experienced,8+,5+ years,VeryHigh,Medium,No Options,Mid Level,Low,Medium-High,High,Medium-Low,Medium-High,Medium-High
37,No,Travel_Rarely,1470,Research & Development,10,Medical,1,1640,Female,71,Research Scientist,Married,3936,9953,1,Y,No,11,80,8,2,8,4,7,7,0,36-45,6-10,6-10,Mid career,4-7,5+ years,Medium,Medium,Low,Entry Level,Medium-Low,Medium-High,Medium-Low,Medium-High,Low,Low
40,No,Travel_Rarely,448,Research & Development,16,Life Sciences,1,1641,Female,84,Manufacturing Director,Single,7945,19948,6,Y,Yes,15,80,18,2,4,2,3,3,0,36-45,4-5,11-20,Experienced,2-3,3-5 years,High,Medium,No Options,Mid Level,High,Medium-High,Medium-High,Medium-High,High,Medium-Low
44,No,Travel_Frequently,602,Human Resources,1,Human Resources,1,1642,Male,37,Human Resources,Married,5743,10503,4,Y,Yes,11,80,14,3,10,7,0,2,0,36-45,6-10,0-5,Experienced,4-7,Promoted this year,Medium,Very High,No Options,Junior Level,High,Medium-High,Low,Medium-High,Medium-High,Medium-High
48,No,Travel_Frequently,365,Research & Development,4,Medical,1,1644,Male,89,Manager,Married,15202,5602,2,Y,No,25,80,23,3,2,2,2,2,0,46-55,2-3,0-5,Late career,2-3,1-2 years,VeryHigh,Very High,Low,Senior Level,High,High,Medium-High,Medium-Low,Medium-Low,Medium-High
35,Yes,Travel_Rarely,763,Sales,15,Medical,1,1645,Male,59,Sales Executive,Divorced,5440,22098,6,Y,Yes,14,80,7,2,2,2,2,2,1,26-35,2-3,11-20,Mid career,2-3,1-2 years,Medium,Low,Medium,Junior Level,High,Medium-High,Low,Low,High,Medium-Low
24,No,Travel_Frequently,567,Research & Development,2,Technical Degree,1,1646,Female,32,Research Scientist,Single,3760,17218,1,Y,Yes,13,80,6,2,6,3,1,3,0,18-25,6-10,0-5,Mid career,2-3,1-2 years,Medium,Very Low,No Options,Entry Level,High,Medium-High,Low,Medium-High,Medium-High,Medium-High
27,No,Travel_Rarely,486,Research & Development,8,Medical,1,1647,Female,86,Research Scientist,Married,3517,22490,7,Y,No,17,80,5,0,3,2,0,2,0,26-35,2-3,6-10,Early career,2-3,Promoted this year,Medium,Medium,No Options,Entry Level,Medium-High,Medium-High,Medium-Low,High,Low,Medium-High
27,No,Travel_Frequently,591,Research & Development,2,Medical,1,1648,Male,87,Research Scientist,Single,2580,6297,2,Y,No,13,80,6,0,4,2,1,2,0,26-35,4-5,0-5,Mid career,2-3,1-2 years,Low,Medium,No Options,Entry Level,High,Medium-High,High,Medium-High,Medium-High,Medium-Low
40,Yes,Travel_Rarely,1329,Research & Development,7,Life Sciences,1,1649,Male,73,Laboratory Technician,Single,2166,3339,3,Y,Yes,14,80,10,3,4,2,0,3,1,36-45,4-5,6-10,Mid career,2-3,Promoted this year,Low,Medium,No Options,Entry Level,Low,Medium-High,Low,Medium-High,Medium-Low,Low
29,No,Travel_Rarely,469,Sales,10,Medical,1,1650,Male,42,Sales Executive,Single,5869,23413,9,Y,No,11,80,8,2,5,2,1,4,0,26-35,4-5,6-10,Mid career,2-3,1-2 years,Medium,Medium,No Options,Junior Level,Medium-High,Medium-High,Medium-High,Medium-Low,Medium-High,Medium-High
36,No,Travel_Rarely,711,Research & Development,5,Life Sciences,1,1651,Female,42,Healthcare Representative,Married,8008,22792,4,Y,No,12,80,9,6,3,2,0,2,0,36-45,2-3,0-5,Mid career,2-3,Promoted this year,High,High,Medium,Mid Level,Low,Medium-High,Medium-Low,Medium-High,Medium-High,Medium-High
25,No,Travel_Frequently,772,Research & Development,2,Life Sciences,1,1653,Male,77,Manufacturing Director,Divorced,5206,4973,1,Y,No,17,80,7,6,7,7,0,7,0,18-25,6-10,0-5,Mid career,4-7,Promoted this year,Medium,Very Low,Medium,Junior Level,Medium-High,Medium-High,High,High,Medium-High,Medium-High
39,No,Travel_Rarely,492,Research & Development,12,Medical,1,1654,Male,66,Manufacturing Director,Married,5295,7693,4,Y,No,21,80,7,3,5,4,1,0,0,36-45,4-5,11-20,Mid career,4-7,1-2 years,Medium,Medium,No Options,Junior Level,Medium-Low,High,High,Medium-High,Medium-High,Medium-High
49,No,Travel_Rarely,301,Research & Development,22,Other,1,1655,Female,72,Research Director,Married,16413,3498,3,Y,No,16,80,27,2,4,2,1,2,0,46-55,4-5,21-30,Late career,2-3,1-2 years,VeryHigh,High,Medium,Senior Level,Medium-Low,Medium-High,Low,Medium-High,Medium-Low,Medium-High
50,No,Travel_Rarely,813,Research & Development,17,Life Sciences,1,1656,Female,50,Research Director,Divorced,13269,21981,5,Y,No,15,80,19,3,14,11,1,11,0,46-55,10+,11-20,Experienced,8+,1-2 years,VeryHigh,Very High,High,Mid Level,Low,Medium-High,High,Medium-Low,Medium-High,Medium-High
20,No,Travel_Rarely,1141,Sales,2,Medical,1,1657,Female,31,Sales Representative,Single,2783,13251,1,Y,No,19,80,2,3,2,2,2,2,0,18-25,2-3,0-5,Entry-level,2-3,1-2 years,Low,Medium,No Options,Entry Level,Medium-High,Medium-High,Medium-High,Medium-High,Low,Medium-High
34,No,Travel_Rarely,1130,Research & Development,3,Life Sciences,1,1658,Female,66,Research Scientist,Divorced,5433,19332,1,Y,No,12,80,11,2,11,8,7,9,0,26-35,10+,0-5,Experienced,8+,5+ years,Medium,Medium,Low,Junior Level,Medium-Low,Medium-High,High,Medium-High,Medium-High,Medium-High
36,No,Travel_Rarely,311,Research & Development,7,Life Sciences,1,1659,Male,77,Laboratory Technician,Single,2013,10950,2,Y,No,11,80,15,4,4,3,1,3,0,36-45,4-5,6-10,Experienced,2-3,1-2 years,Low,Medium,No Options,Entry Level,Medium-Low,Medium-High,Low,Medium-High,Medium-High,Medium-High
49,No,Travel_Rarely,465,Research & Development,6,Life Sciences,1,1661,Female,41,Healthcare Representative,Married,13966,11652,2,Y,Yes,19,80,30,3,15,11,2,12,0,46-55,10+,6-10,Late career,8+,1-2 years,VeryHigh,Very Low,Low,Senior Level,Medium-High,Medium-High,Medium-High,Medium-Low,Medium-Low,Medium-High
36,No,Non-Travel,894,Research & Development,1,Medical,1,1662,Female,33,Manufacturing Director,Married,4374,15411,0,Y,No,15,80,4,6,3,2,1,2,0,36-45,2-3,0-5,Early career,2-3,1-2 years,Medium,High,No Options,Junior Level,Medium-High,Medium-High,High,Medium-Low,Medium-High,Medium-High
36,No,Travel_Rarely,1040,Research & Development,3,Life Sciences,1,1664,Male,79,Healthcare Representative,Divorced,6842,26308,6,Y,No,20,80,13,3,5,4,0,4,0,36-45,4-5,0-5,Experienced,4-7,Promoted this year,High,Low,Low,Junior Level,Low,High,High,High,Low,Medium-High
54,No,Travel_Rarely,584,Research & Development,22,Medical,1,1665,Female,91,Manager,Married,17426,18685,3,Y,No,25,80,36,6,10,8,4,7,0,46-55,6-10,21-30,Late career,8+,3-5 years,VeryHigh,Very High,Low,Senior Level,Medium-High,High,Medium-Low,Medium-High,Medium-High,Medium-High
43,No,Travel_Rarely,1291,Research & Development,15,Life Sciences,1,1666,Male,65,Research Director,Married,17603,3525,1,Y,No,24,80,14,3,14,10,6,11,0,36-45,10+,11-20,Experienced,8+,5+ years,VeryHigh,Low,Low,Senior Level,Medium-High,High,Medium-High,Medium-Low,Low,Medium-High
35,Yes,Travel_Frequently,880,Sales,12,Other,1,1667,Male,36,Sales Executive,Single,4581,10414,3,Y,Yes,24,80,13,2,11,9,6,7,1,26-35,10+,11-20,Experienced,8+,5+ years,Medium,High,No Options,Junior Level,High,High,High,Medium-High,Low,High
38,No,Travel_Frequently,1189,Research & Development,1,Life Sciences,1,1668,Male,90,Research Scientist,Married,4735,9867,7,Y,No,15,80,19,4,13,11,2,9,0,36-45,10+,0-5,Experienced,8+,1-2 years,Medium,Medium,Medium,Junior Level,High,Medium-High,High,Medium-High,High,High
29,No,Travel_Rarely,991,Sales,5,Medical,1,1669,Male,43,Sales Executive,Divorced,4187,3356,1,Y,Yes,13,80,10,3,10,0,0,9,0,26-35,6-10,0-5,Mid career,0-1,Promoted this year,Medium,Medium,Low,Junior Level,Medium-Low,Medium-High,Low,Medium-Low,Medium-Low,Medium-Low
33,No,Travel_Rarely,392,Sales,2,Medical,1,1670,Male,93,Sales Executive,Divorced,5505,3921,1,Y,No,14,80,6,5,6,2,0,4,0,26-35,6-10,0-5,Mid career,2-3,Promoted this year,Medium,High,Medium,Junior Level,High,Medium-High,High,Medium-High,Medium-High,Medium-High
32,No,Travel_Rarely,977,Research & Development,2,Medical,1,1671,Male,45,Research Scientist,Divorced,5470,25518,0,Y,No,13,80,10,4,9,5,1,6,0,26-35,6-10,0-5,Mid career,4-7,1-2 years,Medium,Medium,Medium,Junior Level,Medium-Low,Medium-High,High,Medium-High,Medium-High,Medium-Low
31,No,Travel_Rarely,1112,Sales,5,Life Sciences,1,1673,Female,67,Sales Executive,Married,5476,22589,1,Y,No,11,80,10,2,10,0,0,2,0,26-35,6-10,0-5,Mid career,0-1,Promoted this year,Medium,High,Medium,Junior Level,High,Medium-High,Low,Medium-High,Low,Medium-High
49,No,Travel_Rarely,464,Research & Development,16,Medical,1,1674,Female,74,Laboratory Technician,Divorced,2587,24941,4,Y,Yes,16,80,17,2,2,2,2,2,0,46-55,2-3,11-20,Experienced,2-3,1-2 years,Low,Medium,Low,Entry Level,Low,Medium-High,High,Medium-High,Medium-Low,Medium-Low
38,No,Travel_Frequently,148,Research & Development,2,Medical,1,1675,Female,42,Laboratory Technician,Single,2440,23826,1,Y,No,22,80,4,3,4,3,3,3,0,36-45,4-5,0-5,Early career,2-3,3-5 years,Low,Medium,No Options,Entry Level,Medium-Low,High,High,Medium-Low,Medium-Low,Medium-High
47,No,Travel_Rarely,1225,Sales,2,Life Sciences,1,1676,Female,47,Manager,Divorced,15972,21086,6,Y,No,14,80,29,2,3,2,1,2,0,46-55,2-3,0-5,Late career,2-3,1-2 years,VeryHigh,High,High,Senior Level,Medium-Low,Medium-High,Medium-Low,High,Medium-High,Medium-High
49,No,Travel_Rarely,809,Research & Development,1,Life Sciences,1,1677,Male,36,Manager,Single,15379,22384,4,Y,No,14,80,23,2,8,7,0,0,0,46-55,6-10,0-5,Late career,4-7,Promoted this year,VeryHigh,Medium,No Options,Senior Level,Medium-High,Medium-High,Medium-High,Medium-High,Low,Medium-High
41,No,Travel_Rarely,1206,Sales,23,Life Sciences,1,1678,Male,80,Sales Executive,Single,7082,11591,3,Y,Yes,16,80,21,2,2,0,0,2,0,36-45,2-3,21-30,Late career,0-1,Promoted this year,High,Low,No Options,Mid Level,Medium-High,Medium-High,High,Medium-High,High,Medium-High
20,No,Travel_Rarely,727,Sales,9,Life Sciences,1,1680,Male,54,Sales Representative,Single,2728,21082,1,Y,No,11,80,2,3,2,2,0,2,0,18-25,2-3,6-10,Entry-level,2-3,Promoted this year,Low,Very Low,No Options,Entry Level,Low,Medium-High,High,Medium-High,Low,Medium-High
33,No,Non-Travel,530,Sales,16,Life Sciences,1,1681,Female,36,Sales Executive,Divorced,5368,16130,1,Y,Yes,25,80,7,2,6,5,1,2,0,26-35,6-10,11-20,Mid career,4-7,1-2 years,Medium,Medium,Low,Junior Level,High,High,Medium-High,Medium-High,Medium-High,Medium-High
36,No,Travel_Rarely,1351,Research & Development,26,Life Sciences,1,1682,Male,80,Healthcare Representative,Married,5347,7419,6,Y,No,14,80,10,2,3,2,0,2,0,36-45,2-3,21-30,Mid career,2-3,Promoted this year,Medium,High,Medium,Junior Level,Medium-High,Medium-High,Low,Medium-High,Medium-Low,Medium-Low
44,No,Travel_Rarely,528,Human Resources,1,Life Sciences,1,1683,Female,44,Human Resources,Divorced,3195,4167,4,Y,Yes,18,80,8,2,2,2,2,2,0,36-45,2-3,0-5,Mid career,2-3,1-2 years,Medium,Medium,High,Entry Level,High,Medium-High,Medium-High,Medium-High,Low,Medium-High
23,Yes,Travel_Rarely,1320,Research & Development,8,Medical,1,1684,Male,93,Laboratory Technician,Single,3989,20586,1,Y,Yes,11,80,5,2,5,4,1,2,1,18-25,4-5,6-10,Early career,4-7,1-2 years,Medium,Very Low,No Options,Entry Level,Medium-High,Medium-High,High,Medium-Low,Low,Medium-High
38,No,Travel_Rarely,1495,Research & Development,4,Medical,1,1687,Female,87,Laboratory Technician,Married,3306,26176,7,Y,No,19,80,7,5,0,0,0,0,0,36-45,0-1,0-5,Mid career,0-1,Promoted this year,Medium,Low,Low,Entry Level,Medium-High,Medium-High,High,Medium-High,High,Medium-Low
53,No,Travel_Rarely,1395,Research & Development,24,Medical,1,1689,Male,48,Healthcare Representative,Married,7005,3458,3,Y,No,15,80,11,2,4,3,1,2,0,46-55,4-5,21-30,Experienced,2-3,1-2 years,High,High,No Options,Mid Level,High,Medium-High,Medium-Low,High,Medium-High,Medium-High
48,Yes,Travel_Frequently,708,Sales,7,Medical,1,1691,Female,95,Sales Representative,Married,2655,11740,2,Y,Yes,11,80,19,3,9,7,7,7,1,46-55,6-10,6-10,Experienced,4-7,5+ years,Low,Low,Medium,Entry Level,Medium-High,Medium-High,High,Medium-High,Medium-High,Medium-High
32,Yes,Travel_Rarely,1259,Research & Development,2,Life Sciences,1,1692,Male,95,Laboratory Technician,Single,1393,24852,1,Y,No,12,80,1,2,1,0,0,0,1,26-35,0-1,0-5,Entry-level,0-1,Promoted this year,Low,High,No Options,Entry Level,Medium-Low,Medium-High,High,Medium-High,Low,Medium-High
26,No,Non-Travel,786,Research & Development,7,Medical,1,1693,Male,76,Laboratory Technician,Single,2570,11925,1,Y,No,20,80,7,5,7,7,5,7,0,26-35,6-10,6-10,Mid career,4-7,3-5 years,Low,Medium,No Options,Entry Level,High,High,High,Medium-High,Medium-High,Medium-High
55,No,Travel_Rarely,1441,Research & Development,22,Technical Degree,1,1694,Male,94,Research Scientist,Divorced,3537,23737,5,Y,No,12,80,8,1,4,2,1,2,0,46-55,4-5,21-30,Mid career,2-3,1-2 years,Medium,Medium,Low,Entry Level,Medium-Low,Medium-High,Low,Medium-Low,High,Medium-High
34,No,Travel_Rarely,1157,Research & Development,5,Medical,1,1696,Male,57,Laboratory Technician,Married,3986,11912,1,Y,No,14,80,15,3,15,10,4,13,0,26-35,10+,0-5,Experienced,8+,3-5 years,Medium,Low,Low,Junior Level,High,Medium-High,Medium-Low,Medium-Low,Medium-High,High
60,No,Travel_Rarely,370,Research & Development,1,Medical,1,1697,Male,92,Healthcare Representative,Divorced,10883,20467,3,Y,No,20,80,19,2,1,0,0,0,0,56-65,0-1,0-5,Experienced,0-1,Promoted this year,VeryHigh,High,Low,Mid Level,High,High,Medium-High,Low,Medium-High,High
33,No,Travel_Rarely,267,Research & Development,21,Medical,1,1698,Male,79,Laboratory Technician,Married,2028,13637,1,Y,No,18,80,14,6,14,11,2,13,0,26-35,10+,21-30,Experienced,8+,1-2 years,Low,Medium,High,Entry Level,Medium-Low,Medium-High,Medium-Low,High,High,Medium-High
37,No,Travel_Frequently,1278,Sales,1,Medical,1,1700,Male,31,Sales Executive,Divorced,9525,7677,1,Y,No,14,80,6,2,6,3,1,3,0,36-45,6-10,0-5,Mid career,2-3,1-2 years,High,High,Medium,Junior Level,High,Medium-High,Medium-High,Low,Medium-High,Medium-Low
